StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q50,Q1,Q1_3_TEXT,Q2,Q2_7_TEXT,Q3,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q39,Q23,Q24,Q25,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q23,Q24,Q25,Q26,Q27,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q31,Q32,Q33,Q33_5_TEXT,Q34,Q35,Q36,Q38,Random ID
2025-05-01 8:31:58,2025-05-01 9:09:51,IP Address,100,2272,TRUE,2025-05-01 9:09:51,R_77D33dRpYspcjvt,anonymous,EN,I agree and consent,Man,,"White,Asian",,25-34,University of Wisconsin- Milwaukee,More than full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,At least once a week,At least once in the semester,At least once in the semester,Never,At least once a month,No,Yes,No,No,No,No,No,No,30,30,1,56,21,0,8,5,2,0,5,0,0,2,Often,Never,Sometimes,Often,Often,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Work.,Unless it’s absolutely necessary (like work) I will usually cut back on the activity. ,Other (please specify),"Note enough time, not academically accomplishing, and financial challenges (as tuition and insurance goes up)","Probably a part time job, and self teach. ",I fully intend to,Mostly confident,I don't feel like I belong,11978409
2025-05-01 9:55:41,2025-05-01 10:06:23,IP Address,100,641,TRUE,2025-05-01 10:06:23,R_11ynGpX1NOPNMkx,anonymous,EN,I agree and consent,Man,,White,,25-34,,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,No,No,No,No,No,No,Yes,Yes,20,0,0,52,7,0,7,5,5,0,4,0,1,0,Occasionally,Never,Sometimes,Often,Never,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,,,Financial challenges,,"I would look for work instead. Finances are the main hurdle for me, not time.",I fully intend to,Very confident,I mostly feel like I belong,13514595
2025-05-01 11:11:29,2025-05-01 11:17:19,IP Address,100,349,TRUE,2025-05-01 11:17:19,R_5JDCyH79mm8QGKe,anonymous,EN,I agree and consent,Woman,,White,,18-24,University of Wisconsin Milwaukee ,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once in the semester,At least once a week,At least once in the semester,At least once in the semester,Never,Never,No,Yes,No,No,No,No,Yes,No,25,15,0,50,7,4,4,4,15,0,3,0,0,,Occasionally,Occasionally,Occasionally,Sometimes,Occasionally,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,,,Financial challenges,,Try to find a job in the trades that interests me.,I fully intend to,Mostly confident,I mostly feel like I belong,31897183
2025-05-02 8:49:34,2025-05-02 8:59:19,IP Address,100,585,TRUE,2025-05-02 8:59:20,R_3wvpgBNA08uINq1,anonymous,EN,I agree and consent,Man,,"White,Hispanic or Latino",,18-24,University of Milwaukee Wisconsin ,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,At least once a month,At least once a month,At least once a month,At least once in the semester,At least once a week,At least once a week,Yes,No,No,No,Yes,No,No,No,30,30,5,55,10,10,4,5,5,0,8,0,0,0,Sometimes,Sometimes,Often,Occasionally,Occasionally,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Found a way not to reduce time on either,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Work because its a late shift and right after school.,I try to work on it after work but I'm too tired sometimes so I try to sleep early to wake up early to give me time to work on it.,Other (please specify),"Too oversaturated, job hunting is hard.",Computer engineering   ,I mostly intend to,Mostly confident,I feel somewhat like I belong,38996517
2025-05-02 8:59:37,2025-05-02 9:02:44,IP Address,100,186,TRUE,2025-05-02 9:02:45,R_7CKsrqfCpQPideX,anonymous,EN,I agree and consent,Man,,"White,Hispanic or Latino",,18-24,Uwm,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,At least once a month,No,No,No,No,No,No,No,No,35,35,5,55,10,10,5,5,5,0,5,0,0,0,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Reduced time on schoolwork,Reduced time on the activity,Reduced time on schoolwork,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Work,Stay up late,Not doing well enough academically,,Electrician ,I mostly intend to,Somewhat confident,I feel somewhat like I belong,1689839
2025-04-23 4:20:24,2025-04-29 4:26:22,IP Address,64,518758,FALSE,2025-05-06 4:26:23,R_9rTUJJ3hCrY8b8F,anonymous,EN,I agree and consent,Man,,Asian,,25-34,University of Wisconsin Oshkosh ,Less than full but at least half courseload,Full courseload,2.2 - 2.79,More than 12 months but less than 3 years,Never,Never,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,No,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41909408
2025-05-01 8:32:21,2025-05-01 8:34:49,IP Address,64,148,FALSE,2025-05-08 8:34:58,R_7jF40TtugPwWmid,anonymous,EN,I agree and consent,Woman,,White,,18-24,UW-Milwaukee,Full courseload,More than full courseload,3.3 - 4.0,3 years or more,At least once a week,At least once a month,At least once in the semester,At least once in the semester,At least once a week,At least once a month,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10548829
2025-05-01 8:32:40,2025-05-01 8:34:48,IP Address,64,128,FALSE,2025-05-08 8:34:58,R_7nRbKvDsawSt3r3,anonymous,EN,I agree and consent,Man,,"White,Black or African American",,18-24,UW Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,Never,Never,Never,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42759321
2025-05-01 8:32:03,2025-05-01 8:36:40,IP Address,64,277,FALSE,2025-05-08 8:36:42,R_1mfSe5i8Qn0EKZf,anonymous,EN,I agree and consent,Man,,Asian,,18-24,UW Milwaukee,Full courseload,Full courseload,2.2 - 2.79,12 months or less,Never,At least once a week,At least once in the semester,At least once a month,At least once in the semester,At least once a week,Yes,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91789490
2025-05-01 9:31:38,2025-05-01 9:36:24,IP Address,64,285,FALSE,2025-05-08 9:36:25,R_3PV2XXqvht2wWL7,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,Never,Never,Never,At least once a week,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81262264
2025-05-01 8:32:22,2025-05-06 11:06:07,IP Address,64,441225,FALSE,2025-05-13 11:06:10,R_5ZaLJqlaI8QFJg5,anonymous,EN,I agree and consent,,,Asian,,25-34,University of Wisconsin -Milwaukee ,More than full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,No,Yes,Yes,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67999606
2025-07-03 10:27:42,2025-07-03 10:43:53,IP Address,100,971,TRUE,2025-07-03 10:43:54,R_7E50JvEuc04K6RL,anonymous,EN,I agree and consent,Woman,,White,,18-24,University of Washington,Full courseload,Full courseload,3.3 - 4.0,3 years or more,Never,Never,At least once in the semester,At least once in the semester,At least once a week,At least once in the semester,No,Yes,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98282545
2025-07-08 0:23:00,2025-07-08 0:25:10,IP Address,100,130,TRUE,2025-07-08 0:25:11,R_6QgEkcZuiZqUEKL,anonymous,EN,I agree and consent,Man,,Asian,,18-24,University of Washington ,Full courseload,Full courseload,2.8 - 3.29,3 years or more,At least once a month,Never,At least once in the semester,Never,At least once a week,At least once a week,Yes,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54623580
2025-07-08 0:26:41,2025-07-08 0:32:36,IP Address,100,354,TRUE,2025-07-08 0:32:37,R_1qSLQlEP7gqbabT,anonymous,EN,I agree and consent,Man,,Asian,,18-24,University of Washington ,Full courseload,Full courseload,2.8 - 3.29,3 years or more,At least once in the semester,Never,At least once in the semester,At least once a month,Never,At least once a month,Yes,Yes,No,No,No,No,Yes,Yes,12,19,4,56,10,10,2,168,7,2,1,0,3,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,None,None,To pursue other interests,,Like dancing or other engineering ,I fully intend to,Mostly confident,I strongly feel like I belong,68637390
2025-07-09 17:14:36,2025-07-09 17:19:44,IP Address,100,308,TRUE,2025-07-09 17:19:45,R_5NsrHqoBWo8VJ3P,anonymous,EN,I agree and consent,Woman,,Asian,,18-24,University of Washington,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,Never,Never,No,Yes,No,No,No,No,Yes,Yes,25,0,1,56,7,5,2,14,7,0,7,0,2,0,Occasionally,Never,Sometimes,Often,Sometimes,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Sleeping,Staying up,To pursue other interests,,Dentistry,I fully intend to,Very confident,I mostly feel like I belong,60235745
2025-07-03 10:47:36,2025-07-03 10:47:50,IP Address,15,14,FALSE,2025-07-10 10:47:51,R_3NsPNYRZu1bOdX4,anonymous,EN,I agree and consent,Man,,Black or African American,,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98162383
2025-07-10 12:39:04,2025-07-10 12:44:06,IP Address,100,302,TRUE,2025-07-10 12:44:07,R_1YlYjeWMmQSBP1v,anonymous,EN,I agree and consent,Man,,Asian,,18-24,Bellevue College,Less than full but at least half courseload,More than full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,At least once a week,At least once a month,No,Yes,No,No,Yes,Yes,No,Yes,10,5,,63,15,5,20,,3,,,,2,,Occasionally,Occasionally,Occasionally,Sometimes,Sometimes,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Volunteer work and my weekly DND session,"Not go to DND, skip taekwondo",To pursue other interests,,"Certified Flight Instructor and Advanced Ground Instructor, potentially moving to the airlines",I fully intend to,Very confident,I mostly feel like I belong,73285285
2025-07-08 12:17:04,2025-07-08 12:17:56,IP Address,8,51,FALSE,2025-07-15 12:17:58,R_6oL7pWARTEQRTVN,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79980326
2025-07-08 21:56:50,2025-07-08 21:57:13,IP Address,15,23,FALSE,2025-07-15 21:57:16,R_7QJc5JkzAwml3YW,anonymous,EN,I agree and consent,Man,,White,,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43789601
2025-07-16 10:20:16,2025-07-16 10:21:42,Survey Preview,100,85,TRUE,2025-07-16 10:21:43,R_7CAtohpcIgc5QFX,preview,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50054193
2025-09-17 11:29:03,2025-09-17 11:30:34,IP Address,100,91,TRUE,2025-09-17 11:30:35,R_5Eo3hhwzZvkkDeh,anonymous,EN,I agree and consent,Man,,"White,Hispanic or Latino",,18-24,,Full courseload,Full courseload,2.8 - 3.29,3 years or more,At least once in the semester,At least once a month,At least once a week,At least once a month,At least once in the semester,At least once a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Never,Never,Never,Never,Never,Can't recall such a conflict,Reduced time on schoolwork,Found a way not to reduce time on either,Reduced time on the activity,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Found a way not to reduce time on either,Found a way not to reduce time on either,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,,,To pursue other interests,,,I'm uncertain about my intention,Mostly confident,I strongly feel like I belong,96740056
2025-09-17 11:30:43,2025-09-17 11:31:12,IP Address,100,29,TRUE,2025-09-17 11:31:13,R_39UMACFI104k3DP,anonymous,EN,I agree and consent,Woman,,Asian,,25-34,,More than full courseload,Full courseload,3.3 - 4.0,3 years or more,At least once a month,At least once in the semester,At least once in the semester,At least once a week,At least once a week,At least once in the semester,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,Sometimes,Sometimes,Occasionally,Occasionally,Occasionally,,,,,,,,,,,,,,,,Financial challenges,,,I'm uncertain about my intention,Somewhat confident,I strongly feel like I belong,89999148
2025-09-17 11:30:33,2025-09-17 11:47:38,IP Address,100,1024,TRUE,2025-09-17 11:47:38,R_6jm24DwqmGvyR6F,anonymous,EN,I agree and consent,,,Hispanic or Latino,,18-24,University of Wisconsin-Milwaukee,More than full courseload,More than full courseload,2.2 - 2.79,More than 12 months but less than 3 years,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,Never,Never,No,Yes,No,No,Yes,No,No,Yes,15,22.5,0,42,14,4,6,4,1,14,7,0,2,0,Sometimes,Never,Often,Often,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Cooking and caretaking,"Eat pre-made stuff when needed, although I don't like spending the extra money. I just spend less time on hobbies and things I enjoy doing when I'm caretaking, as it is something I can't reduce at this time.",Financial challenges,,"I think I would work full-time at the coffee shop I'm working at right now. I would either go for a two year program simultaneously, or I would save up to go back to a computing program,  and work on technical skills in the meantime.",I fully intend to,Mostly confident,I feel somewhat like I belong,44895935
2025-09-17 11:47:47,2025-09-17 11:48:23,IP Address,100,36,TRUE,2025-09-17 11:48:24,R_3wN5SztoWvLQtkB,anonymous,EN,I do not consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 15:10:59,2025-09-17 15:21:13,IP Address,100,613,TRUE,2025-09-17 15:21:13,R_31HeF8Z9tmadclj,anonymous,EN,I agree and consent,Man,,White,,45 or older,University of Wisconsin milwaukee,Less than full but at least half courseload,Less than full but at least half courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,Never,Never,Never,Never,No,No,Yes,No,No,No,No,No,35,40,0,42,3,0,10,0,6,0,2,0,0,0,Sometimes,Never,Occasionally,Often,Occasionally,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Work and chores.,Better planning and time management,Not enough time for studies in this program,,"I’m currently working full time as an electronics technician for a major medical equipment manufacturer. The only effect leaving the program would have on my life is limiting my upward mobility, which is the ultimate reason I’m back in school at my age.",I fully intend to,Very confident,I strongly feel like I belong,64550070
2025-09-18 9:30:55,2025-09-18 9:38:37,IP Address,100,461,TRUE,2025-09-18 9:38:38,R_7VpRvyqlgeazCkZ,anonymous,EN,I agree and consent,Man,,Black or African American,,18-24,University of Wisconsin- Milwaukee ,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once a week,At least once in the semester,At least once a week,At least once a week,At least once a month,Never,No,Yes,No,No,No,No,Yes,Yes,40,20,0,27,20,0,3,10,10,0,7,0,2,15,Often,Sometimes,Occasionally,Occasionally,Sometimes,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Found a way not to reduce time on either,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,None,,To pursue other interests,,Entrepreneurship ,I fully intend to,Very confident,I strongly feel like I belong,74793943
2025-09-18 9:31:15,2025-09-18 9:43:48,IP Address,100,753,TRUE,2025-09-18 9:43:49,R_68IAZJaQiqonRjr,anonymous,EN,I agree and consent,Another gender identity not listed here (please specify),Genderfluid,White,,18-24,UW Milwaukee ,Full courseload,Less than full but at least half courseload,2.8 - 3.29,12 months or less,Never,Never,Never,Never,Never,Never,No,No,No,No,No,No,Yes,No,19,9,0,52.5,2.5,3,10,10,10,0,2,0,0,0,Never,Never,Occasionally,Occasionally,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Hobbies/Personal Relationships,"I don't, I just do my class work.",Financial challenges,,I don't know.,I fully intend to,Very confident,I strongly feel like I belong,37202129
2025-09-18 9:30:42,2025-09-18 10:34:14,IP Address,100,3811,TRUE,2025-09-18 10:34:15,R_3rokeywKm8zkGfn,anonymous,EN,I agree and consent,Woman,,White,,18-24,UW Milwaukee ,Full courseload,Full courseload,3.3 - 4.0,12 months or less,At least once in the semester,At least once a month,At least once in the semester,At least once a month,At least once in the semester,At least once in the semester,No,Yes,No,No,No,No,No,Yes,14,0,0,50,7,3,4,3,20,0,1,0,2,2,Sometimes,Never,Sometimes,Often,Occasionally,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Hobbies/Fun,Reduce time on activity or try speed through schoolwork,Not doing well enough academically,,Maybe something with computer engineering or a life science,I fully intend to,Mostly confident,I feel somewhat like I belong,49454926
2025-09-19 17:05:40,2025-09-19 17:22:38,IP Address,100,1018,TRUE,2025-09-19 17:22:39,R_177yMYMrgx7rw8F,anonymous,EN,I agree and consent,Man,,White,,25-34,The University of Wisconsin-Milwaukee ,More than full courseload,Full courseload,3.3 - 4.0,12 months or less,At least once a month,At least once in the semester,At least once in the semester,At least once in the semester,Never,Never,No,No,Yes,No,No,No,No,No,30,24,0,49,19,2,2,21,2,0,3,0,0,0,Sometimes,Occasionally,Often,Often,Often,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,"Other work, personal relationships, household responsibilities ",I usually cut back on the other activities ,To pursue other interests,,Focus on my other work,I fully intend to,Very confident,I feel somewhat like I belong,39982955
2025-09-19 18:46:03,2025-09-19 18:53:09,IP Address,100,425,TRUE,2025-09-19 18:53:10,R_7ebeOXS9DQtpESL,anonymous,EN,I agree and consent,Woman,,"White,Hispanic or Latino",,18-24,University of Wisconsin Milwaukee ,Less than full but at least half courseload,Less than full but at least half courseload,3.3 - 4.0,12 months or less,Never,At least once a month,Never,Never,Never,At least once a month,No,No,No,No,No,No,No,Yes,25,5,0,49,15,2,3,5,2,0,2,0,1,0,Occasionally,Never,Often,Often,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Personal Relationships ,"I try my best to keep regular communication with those who are close, but if I can’t I tell them that contact may be minimal due to my studies.",To pursue other interests,,I have no idea.,I fully intend to,Very confident,I strongly feel like I belong,92329890
2025-09-22 10:37:31,2025-09-22 10:49:19,IP Address,100,708,TRUE,2025-09-22 10:49:20,R_1lADt6UXYDrWms3,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,Never,Never,No,No,No,No,No,No,No,No,40,15,0,35,9,3,4,10,30,0,12,0,0,10,Occasionally,Occasionally,Sometimes,Often,Sometimes,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on schoolwork,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Sleep,"Cutting back on sleep by, at most, 2 hours",To pursue other interests,,"Likely another degree, likely Electrical Engineering.",I fully intend to,Very confident,I strongly feel like I belong,74026839
2025-09-22 11:14:37,2025-09-22 12:59:39,IP Address,100,6301,TRUE,2025-09-22 12:59:39,R_7Uq9inqHAi8BKdr,anonymous,EN,I agree and consent,Man,,White,,35-44,,More than full courseload,More than full courseload,3.3 - 4.0,3 years or more,Never,At least once in the semester,Never,At least once in the semester,Never,Never,No,No,Yes,Yes,No,No,No,Yes,35,0,2,56,10,1,7,4,8,0,1,0,2,,Never,Never,Occasionally,Sometimes,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"Hobbies, fun, relationships","Education is the priority, so other things get left aside.",Other (please specify),I won't be leaving. I started this path and will finish it.,,I fully intend to,Very confident,I mostly feel like I belong,12140879
2025-09-23 8:40:40,2025-09-23 8:48:56,IP Address,100,496,TRUE,2025-09-23 8:48:57,R_1OOip4JE0xcRIrD,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee,Less than full but at least half courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,No,No,No,No,No,No,No,5,0,0,60,7,0,2,30,40,0,2,0,0,30,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Personal relationships,Pushing back work,To pursue other interests,,Stop attending to focus on my work,I fully intend to,Mostly confident,I mostly feel like I belong,71093663
2025-09-23 16:23:00,2025-09-23 16:35:08,IP Address,100,727,TRUE,2025-09-23 16:35:08,R_1ISpLqf1fUJIMuV,anonymous,EN,I agree and consent,Woman,,White,,35-44,University of Wisconsin-Milwaukee,Less than full but at least half courseload,Less than full but at least half courseload,3.3 - 4.0,3 years or more,Never,Never,Never,Never,Never,Never,No,No,No,No,No,No,No,No,10,40,2,42,8,0.5,2,2,7,0,2,0,0,0,Occasionally,Occasionally,Often,Often,Sometimes,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"Socializing, and maintaining friendships/personal relationships during the school year. The second thing that drops off the most for school work is meal prep/healthy eating.","Typically, I have conversations with people important to me about the importance of focusing on my education, so they know I will have less time. This way, when I do have to say no to things ( which is fairly regularly, as at my age most of my friends are not in school), there is more understanding. 

As far as conflicts with time for meal prep, I just don’t meal prep. I wind up eating more instant and less healthy food. ",Not enough time for studies in this program,,"Currently, I work in retail and I would probably continue to do so. I joined computing to get out of this area of work, but it would be an easy fallback if I left. ",I fully intend to,Very confident,I feel somewhat like I belong,51896111
2025-09-24 10:29:02,2025-09-24 10:35:03,IP Address,100,360,TRUE,2025-09-24 10:35:03,R_7fJpsCD1EmVr8A9,anonymous,EN,I agree and consent,Woman,,White,,18-24,University of Wisconsin - Milwaukee,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,Never,Never,No,Yes,No,No,No,No,Yes,No,20,15,,49,5,4,3,,14,,3,,,,Occasionally,Occasionally,Occasionally,Sometimes,Occasionally,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Working,Cut back the hours I work,Not doing well enough academically,,Find a job in trades,I fully intend to,Mostly confident,I mostly feel like I belong,8229178
2025-09-17 11:32:21,2025-09-17 11:32:59,IP Address,8,38,FALSE,2025-09-24 11:33:00,R_6iDcw2iYEhAGmzO,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33576639
2025-09-17 11:31:11,2025-09-17 11:34:06,IP Address,64,174,FALSE,2025-09-24 11:34:09,R_1zDbKpeUB5R8Z5Q,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin - Milwaukee ,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,Yes,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99750534
